,variety,country_of_origin,processing_method,harvest_year,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,cupper_points,moisture,country_code
687,Bourbon,Brazil,Natural / Dry,2016,7.5,7.33,7.42,7.5,7.33,7.42,10,10,10,7.5,0.11,76
688,Other,Others,Washed / Wet,2014,7.5,7.42,7.33,7.58,7.33,7.5,10,10,10,7.33,0.13,454
689,Caturra,Thailand,Washed / Wet,2013,7.58,7.5,7.42,7.42,7.33,7.42,10,10,10,7.33,0.11,764
690,Catuai,Costa Rica,Washed / Wet,2013,7.5,7.25,7.33,7.33,7.75,7.5,10,10,10,7.33,0.1,188
691,Caturra,Honduras,Washed / Wet,2014,7.33,7.33,7.33,7.5,7.5,7.83,10,10,10,7.17,0.11,340
692,Caturra,Colombia,Washed / Wet,2013,7.33,7.33,7.58,7.5,7.5,7.58,10,10,10,7.17,0.11,170
693,Mundo Novo,Brazil,Natural / Dry,2012,7.33,7.67,7.42,7.17,7.33,7.42,10,10,10,7.67,0.11,76
694,Typica,Mexico,Washed / Wet,2012,7.67,7.33,7.25,7.5,7.42,7.42,10,10,10,7.42,0.12,484
695,Mundo Novo,Brazil,Natural / Dry,2012,7.42,7.5,7.33,7.5,7.33,7.5,10,10,10,7.42,0.12,76
696,Catuai,Brazil,Semi-washed / Semi-pulped,2012,7.42,7.5,7.25,7.5,7.5,7.42,10,10,10,7.42,0.11,76
697,Bourbon,Guatemala,Natural / Dry,2012,7.33,7.33,7.33,7.5,7.67,7.67,10,10,10,7.17,0.11,320
698,Mundo Novo,Brazil,Semi-washed / Semi-pulped,2012,7.58,7.5,7.17,7.5,7.5,7.42,10,10,10,7.33,0.12,76
699,Bourbon,Guatemala,Washed / Wet,2012,7.75,7.33,7.33,7.42,7.75,7.67,10,10,9.33,7.42,0,320
700,Caturra,Colombia,Washed / Wet,2012,7.33,7,7.08,7.42,7.5,7.67,10,10,10,8,0.07,170
701,Bourbon,Guatemala,Washed / Wet,2017,7.58,7.5,7.25,7.58,7.58,7.5,9.33,10,10,7.58,0.1,320
702,Bourbon,Guatemala,Washed / Wet,2017,7.5,7.5,7.25,7.42,7.42,7.42,10,10,10,7.42,0.11,320
703,Caturra,Honduras,Washed / Wet,2017,7.58,7.5,7.25,7.33,7.42,7.5,10,10,10,7.33,0.12,340
704,Catuai,Brazil,Natural / Dry,2017,7.42,7.33,7.33,7.5,7.5,7.33,10,10,10,7.5,0.11,76
705,Bourbon,Others,Washed / Wet,2014,7.67,7.58,7.33,7.5,7.5,7.67,10,10,9.33,7.33,0.11,222
706,Catuai,Guatemala,Washed / Wet,2015,7.58,7.58,7.17,7.83,7.17,7.33,10,10,10,7.25,0.11,320
707,Caturra,Others,Washed / Wet,2013,7.58,7.42,7.25,7.17,7.5,7.67,10,10,10,7.33,0.12,558
708,Other,Others,Washed / Wet,2014,7.67,7.08,7.42,7.33,7.75,7.42,10,10,10,7.25,0,894
709,Caturra,Honduras,Washed / Wet,2012,7.42,7.33,7.33,7.58,7.33,7.5,10,10,10,7.42,0.11,340
710,Bourbon,Mexico,Washed / Wet,2013,7.58,7.5,7.25,7.58,7.5,7.25,10,10,10,7.25,0.12,484
711,Typica,Mexico,Semi-washed / Semi-pulped,2012,7.5,7.5,7.25,7.25,7.5,7.5,10,10,10,7.42,0.13,484
712,Mundo Novo,Mexico,Washed / Wet,2012,7.5,7.42,7.25,7.5,7.33,7.33,10,10,10,7.58,0.14,484
713,Other,Mexico,Washed / Wet,2012,7.33,7.58,7.17,7.58,7.42,7.33,10,10,10,7.5,0.12,484
714,Bourbon,Mexico,Washed / Wet,2012,7.67,7.42,7.33,7.83,7.5,7.5,9.33,10,10,7.33,0.12,484
715,Mundo Novo,Brazil,Natural / Dry,2012,7.42,7.58,7.25,7.5,7.33,7.5,10,10,10,7.33,0.12,76
716,Caturra,Colombia,Washed / Wet,2010,7.67,7.33,7.33,7.58,7.33,7.33,10,10,10,7.33,0.09,170
717,Bourbon,Guatemala,Washed / Wet,2017,7.42,7.5,7.25,7.5,7.33,7.42,10,10,10,7.42,0.1,320
718,Catuai,Costa Rica,Pulped natural / honey,2016,7.25,7.33,7.5,7.33,7.67,7.42,10,10,10,7.33,0,188
719,Mundo Novo,Brazil,Natural / Dry,2016,7.42,7.5,7.42,7.5,7.42,7.25,10,10,10,7.33,0.11,76
720,Other,Others,Other,2015,7.75,7.83,7.58,7.75,7.92,7.83,10,10,10,5.17,0.11,360
721,Bourbon,Guatemala,Washed / Wet,2015,7.58,7.5,7.33,7.42,7.58,7.25,10,10,10,7.17,0.1,320
722,Yellow Bourbon,Brazil,Natural / Dry,2016,7.17,7.58,6.83,7.5,7.75,7.25,10,10,10,7.75,0,76
723,Yellow Bourbon,Brazil,Natural / Dry,2016,7.58,7,6.92,6.92,7.67,7.5,10,10,10,8.25,0,76
724,Catuai,Others,Washed / Wet,2015,7.33,7.58,7.5,7.42,7.33,7.33,10,10,10,7.33,0,104
725,Catuai,Mexico,Washed / Wet,2015,7.58,7.5,7.33,7.5,7.17,7.33,10,10,10,7.42,0.11,484
726,Catuai,Honduras,Washed / Wet,2015,7.5,7.5,7.33,7.5,7.42,7.25,10,10,10,7.33,0.12,340
727,Caturra,Costa Rica,Washed / Wet,2015,7.67,7.5,7.5,7.25,7.08,7.42,10,10,10,7.42,0.09,188
728,Typica,Others,Other,2014,7.42,7.42,7.42,7.33,7.42,7.42,10,10,10,7.42,0.11,360
729,Other,Others,Washed / Wet,2014,7.58,7.42,7.33,7.33,7.33,7.42,10,10,10,7.42,0.13,454
730,Bourbon,Brazil,Natural / Dry,2015,7.33,7.58,7.25,7.17,7.83,7.33,10,10,10,7.33,0.11,76
731,Caturra,Honduras,Natural / Dry,2014,7.5,7.5,7.33,7.33,7.33,7.33,10,10,10,7.5,0.1,340
732,Typica,Mexico,Washed / Wet,2014,7.42,7.42,7.25,7.5,7.33,7.42,10,10,10,7.5,0.11,484
733,Caturra,Colombia,Washed / Wet,2013,7.5,7.5,7,7.42,7.5,7.58,10,10,10,7.33,0,170
734,Bourbon,Brazil,Semi-washed / Semi-pulped,2012,7.75,7.75,7.5,7.42,7.83,7.75,9.33,9.33,9.33,7.83,0.12,76
735,Bourbon,Guatemala,Washed / Wet,2013,7.83,7.67,7.33,7.33,7.67,7.83,9.33,10,9.33,7.5,0.11,320
736,Bourbon,Mexico,Washed / Wet,2012,7.83,7.33,7.25,7.58,7.25,7.33,10,10,10,7.25,0.12,484
737,Typica,Mexico,Semi-washed / Semi-pulped,2012,7.33,7.33,7.25,7.5,7.5,7.5,10,10,10,7.42,0.12,484
738,Mundo Novo,Brazil,Washed / Wet,2011,7.33,7.67,7.25,7.5,7.5,7.25,10,10,10,7.33,0.02,76
739,Caturra,Colombia,Washed / Wet,2011,7.58,7.5,7.17,7.58,7.33,7.33,10,10,10,7.33,0.05,170
740,Bourbon,Guatemala,Washed / Wet,2017,7.5,7.5,7.25,7.42,7.42,7.33,10,10,10,7.33,0.11,320
741,Caturra,Brazil,Natural / Dry,2013,7.17,7.25,7.17,7.25,7.42,8.25,10,10,10,7.25,0.1,76
742,Bourbon,Mexico,Washed / Wet,2012,7.5,7.5,7.33,7.42,7.25,7.25,10,10,10,7.5,0.13,484
743,Mundo Novo,Mexico,Washed / Wet,2012,7.42,7.5,7.17,7.67,7.33,7.42,10,10,10,7.25,0.13,484
744,Typica,Mexico,Washed / Wet,2012,7.42,7.5,7.33,7.58,7.33,7.33,10,10,10,7.25,0.11,484
745,Caturra,Mexico,Washed / Wet,2012,7.33,7.42,7.33,7.67,7.42,7.25,10,10,10,7.33,0.12,484
746,Typica,Mexico,Washed / Wet,2012,7.5,7.42,7.25,7.33,7.67,7.25,10,10,10,7.33,0.12,484
747,Caturra,Colombia,Washed / Wet,2011,7.33,7.42,7.33,7.33,7.5,7.67,10,10,10,7.17,0,170
748,Caturra,Colombia,Washed / Wet,2012,7.42,7.58,6.92,7.08,7.25,8,10,10,10,7.5,0.08,170
749,Bourbon,Brazil,Natural / Dry,2018,7.42,7.5,7.25,7.5,7.5,7.25,10,10,10,7.25,0.11,76
750,Bourbon,Guatemala,Washed / Wet,2017,7.42,7.42,7.08,7.42,7.33,7.42,10,10,10,7.58,0.1,320
751,Bourbon,Guatemala,Washed / Wet,2017,7.42,7.33,7.17,7.67,7.33,7.42,10,10,10,7.33,0.12,320
752,Catuai,Honduras,Washed / Wet,2016,7.58,7.5,7.33,7.33,7.42,7.25,10,10,10,7.25,0.11,340
753,Caturra,Others,Washed / Wet,2012,7.58,7.5,7.25,7.25,7.5,7.25,10,10,10,7.33,0.1,558
754,Caturra,Colombia,Washed / Wet,2016,7.75,7.75,7.75,7.67,5.25,7.83,10,10,10,7.67,0,170
755,Yellow Bourbon,Brazil,Natural / Dry,2016,7.25,7.75,6.92,7.42,7.5,7.58,10,10,10,7.25,0,76
756,Bourbon,Brazil,Washed / Wet,2015,7.25,7.42,7.25,7.5,7.5,7.42,10,10,10,7.33,0.1,76
757,Other,Others,Semi-washed / Semi-pulped,2013,7.17,7.42,7.33,7.42,7.33,7.42,10,10,10,7.58,0.11,360
758,Caturra,Honduras,Natural / Dry,2014,7.5,7.33,7.5,7.5,7.17,7.17,10,10,10,7.5,0.1,340
759,Caturra,Costa Rica,Washed / Wet,2013,7.5,7.17,7.17,7.17,7.5,7.08,10,10,10,8.08,0.11,188
760,Caturra,Mexico,Washed / Wet,2014,7.42,7.42,7.67,8,7.58,7.5,9.33,9.33,10,7.42,0,484
761,Typica,Mexico,Washed / Wet,2013,7.5,7.42,7.08,7.58,7.33,7.33,10,10,10,7.42,0.12,484
762,Bourbon,Guatemala,Washed / Wet,2012,7.5,7.67,7.33,7.33,7.33,7.33,10,10,10,7.17,0.11,320
763,Typica,Mexico,Washed / Wet,2012,7.25,7.67,7.58,7.67,7.67,7.58,8.67,10,10,7.58,0.13,484
764,Bourbon,Mexico,Washed / Wet,2012,7.67,7.25,7.17,7.75,7.5,7.25,10,10,10,7.08,0.11,484
765,Bourbon,Mexico,Washed / Wet,2012,7.5,7.42,7.33,7.42,7.42,7.42,10,10,10,7.17,0.11,484
766,Bourbon,Mexico,Washed / Wet,2012,7.58,7.42,7.25,7.58,7.25,7.17,10,10,10,7.42,0.11,484
767,Caturra,Mexico,Semi-washed / Semi-pulped,2012,7.75,7.58,7.25,7.17,7.58,7.33,9.33,10,10,7.67,0.11,484
768,Other,Honduras,Washed / Wet,2018,7.5,7.42,7.08,7.42,7.5,7.33,10,10,10,7.33,0.11,340
769,Bourbon,Guatemala,Washed / Wet,2017,7.42,7.42,7.08,7.5,7.42,7.33,10,10,10,7.42,0.12,320
770,Caturra,Costa Rica,Washed / Wet,2015,7.58,7.42,7.5,7.17,7.08,7.58,10,10,10,7.25,0.12,188
771,Other,Others,Washed / Wet,2014,7.42,7.42,7.17,7.58,7.33,7.33,10,10,10,7.33,0.13,454
772,Yellow Bourbon,Brazil,Washed / Wet,2014,7.42,7.42,7.33,7.33,7.5,7.25,10,10,10,7.33,0.12,76
773,Bourbon,Guatemala,Washed / Wet,2013,7.42,7.33,7.17,7.58,7.42,7.5,10,10,10,7.17,0.12,320
774,Typica,Mexico,Washed / Wet,2013,7.67,7.5,7.42,7.5,6.75,7.42,10,10,10,7.33,0.12,484
775,Other,Mexico,Natural / Dry,2012,7.33,7.5,7.25,7.5,7.5,7.17,10,10,10,7.33,0.11,484
776,Typica,Mexico,Natural / Dry,2012,7.67,7.58,7.42,7.58,7.58,7.42,10,10,8.67,7.67,0.11,484
777,Caturra,Thailand,Washed / Wet,2011,7.08,7.33,7.58,7.58,7.17,7.5,10,10,10,7.33,0.01,764
778,Caturra,Thailand,Washed / Wet,2011,7.33,7.33,7.17,7.5,7.58,7.33,10,10,10,7.33,0.2,764
779,Caturra,Costa Rica,Washed / Wet,2012,7.25,7.17,7.33,7.33,7.5,7.75,10,10,10,7.25,0,188
780,Bourbon,Guatemala,Washed / Wet,2017,7.67,7.58,7.17,7.42,7.33,7.42,9.33,10,10,7.58,0.1,320
781,Caturra,Others,Other,2017,7.5,7.42,7.33,7.33,7.25,7.33,10,10,10,7.33,0.11,558
782,Caturra,Honduras,Washed / Wet,2017,7.5,7.5,7.33,7.42,7.17,7.25,10,10,10,7.33,0.1,340
783,Bourbon,Guatemala,Washed / Wet,2017,7.5,7.42,7.25,7.25,7.5,7.25,10,10,10,7.33,0.12,320
784,Catuai,Others,Washed / Wet,2015,7.25,7.42,7.25,7.5,7.33,7.33,10,10,10,7.42,0,104
785,Caturra,Costa Rica,Washed / Wet,2014,7.83,7.33,7.08,7.08,7.33,7.5,10,10,10,7.33,0.12,188
786,Other,Others,Washed / Wet,2014,7.67,7.42,6.92,7.5,7.5,7.17,10,10,10,7.33,0.12,454
787,Other,Guatemala,Washed / Wet,2014,7.5,7.42,7.17,7.58,7.25,7.42,10,10,10,7.17,0.12,320
788,Yellow Bourbon,Brazil,Semi-washed / Semi-pulped,2014,7.58,7.5,7.5,7.67,7.67,7.83,9.33,9.33,9.33,7.75,0,76
789,Other,Others,Washed / Wet,2013,7.42,7.33,7.25,7.42,7.42,7.33,10,10,10,7.33,0.11,332
790,Typica,Mexico,Washed / Wet,2013,7.33,7.33,7.17,7.42,7.5,7.5,10,10,10,7.25,0.13,484
791,Typica,Mexico,Washed / Wet,2012,7.58,7.42,7.25,7.42,7.33,7.33,10,10,10,7.17,0.12,484
792,Catuai,Mexico,Washed / Wet,2012,7.42,7.25,7.17,7.42,7.17,8,10,10,10,7.08,0.12,484
793,Typica,Mexico,Semi-washed / Semi-pulped,2012,7.33,7.5,7.33,7.33,7.33,7.42,10,10,10,7.25,0.11,484
794,Bourbon,Mexico,Washed / Wet,2012,7.42,7.42,7.33,7.17,7.25,7.42,10,10,10,7.5,0.13,484
795,Typica,Mexico,Natural / Dry,2012,7.5,7.5,7.25,7.5,7.42,7.58,9.33,10,10,7.42,0.11,484
796,Other,Others,Washed / Wet,2012,7.75,7.17,7.17,7.33,7.58,7.33,10,10,10,7.17,0.12,360
797,Bourbon,Brazil,Semi-washed / Semi-pulped,2012,7.5,7.42,7.17,7.42,7.5,7.33,10,10,10,7.17,0.12,76
798,Bourbon,Guatemala,Washed / Wet,2012,7.33,7.5,7.33,7.42,7.17,7.33,10,10,10,7.42,0.11,320
799,Caturra,Colombia,Washed / Wet,2012,7.42,7.42,7.17,7.42,7.42,7.33,10,10,10,7.33,0.06,170
800,Mundo Novo,Mexico,Washed / Wet,2017,7.58,7.33,7.08,7.33,7.5,7.33,10,10,10,7.25,0.12,484
801,Catuai,Guatemala,Washed / Wet,2016,7.42,7.33,7.08,7.58,7.33,7.25,10,10,10,7.42,0.1,320
802,Catuai,Brazil,Natural / Dry,2016,7.33,7.5,7.5,7.33,6.83,7.42,10,10,10,7.5,0.11,76
803,Catuai,Honduras,Washed / Wet,2015,7.5,7.33,7.17,7.25,7.5,7.42,10,10,10,7.25,0.12,340
804,Other,Others,Washed / Wet,2014,7.58,7.17,7.33,7.42,7.08,7.42,10,10,10,7.42,0.12,454
805,Bourbon,Brazil,Natural / Dry,2015,7.25,7.5,7.42,7.17,7.33,7.33,10,10,10,7.42,0,76
806,Bourbon,Guatemala,Washed / Wet,2014,7.42,7.5,7.17,7.42,7.42,7.42,10,10,10,7.08,0.1,320
807,Typica,Mexico,Washed / Wet,2014,7.67,7.33,7.25,7.17,7.25,7.42,10,10,10,7.33,0,484
808,Caturra,Others,Washed / Wet,2013,7.42,7.42,7.17,7.33,7.42,7.42,10,10,10,7.25,0.1,604
809,Bourbon,Guatemala,Washed / Wet,2013,7.42,7.33,7.25,7.42,7.42,7.5,10,10,10,7.08,0.12,320
810,Caturra,Mexico,Washed / Wet,2012,7.42,7.33,7.25,7.17,7.25,7.42,10,10,10,7.58,0.13,484
811,Typica,Mexico,Washed / Wet,2012,7.42,7.42,7.25,7.25,7.5,7.33,10,10,10,7.25,0.13,484
812,Caturra,Colombia,Natural / Dry,2011,7.5,7.42,7.25,7.17,7.17,7.75,10,10,10,7.17,0.11,170
813,Caturra,Colombia,Washed / Wet,2010,7.75,7.33,7.42,7,7.33,7.25,10,10,10,7.33,0.16,170
814,Caturra,Colombia,Washed / Wet,2016,7.5,7.33,7.33,7.17,7.33,7.42,10,10,10,7.25,0,170
815,Caturra,Honduras,Washed / Wet,2017,7.5,7.5,7,7.17,7.5,7.33,10,10,10,7.33,0.11,340
816,Caturra,Mexico,Washed / Wet,2016,7.67,7.42,7,7.42,7.58,7.08,10,10,10,7.17,0.12,484
817,Catuai,Brazil,Natural / Dry,2016,7.25,7.33,7.33,7.33,7.33,7.42,10,10,10,7.33,0.11,76
818,Catuai,Honduras,Washed / Wet,2015,7.58,7.42,7.17,7.42,7.17,7.17,10,10,10,7.42,0.09,340
819,Yellow Bourbon,Brazil,Other,2015,7.17,7.33,7.42,7.25,7.42,7.33,10,10,10,7.42,0.12,76
820,Other,Others,Washed / Wet,2014,7.08,7.33,7.42,7.33,7.33,7.5,10,10,10,7.33,0.14,608
821,Other,Others,Washed / Wet,2014,7.75,7.33,7.08,7.33,7.33,7.25,10,10,10,7.25,0.13,454
822,Catuai,Honduras,Washed / Wet,2014,7.33,7.33,7.17,7.33,7.5,7.33,10,10,10,7.33,0.12,340
823,Typica,Mexico,Washed / Wet,2012,7.58,7.42,7.25,7.33,7.25,7.25,10,10,10,7.25,0.13,484
824,Typica,Mexico,Washed / Wet,2012,7.33,7.25,7.17,7.42,7.58,7.33,10,10,10,7.25,0.12,484
825,Catuai,Brazil,Natural / Dry,2012,7.5,7.58,7.5,7.5,7.75,7.83,9.33,9.33,9.33,7.58,0.11,76
826,Yellow Bourbon,Brazil,Natural / Dry,2016,7.17,7.42,7.17,7.08,6.92,8.17,10,10,10,7.33,0,76
827,Catuai,Others,Washed / Wet,2015,7.08,7.5,7.33,7.17,7.42,7.25,10,10,10,7.5,0.1,558
828,Catuai,Honduras,Washed / Wet,2015,7.42,7.17,7.17,7.5,7.33,7.25,10,10,10,7.42,0.12,340
829,Other,Guatemala,Washed / Wet,2014,7.33,7.42,7.17,7.25,7.42,7.33,10,10,10,7.33,0.09,320
830,Caturra,Guatemala,Washed / Wet,2013,7.5,7.33,7.5,7.58,7,7.25,10,10,10,7.08,0.11,320
831,Typica,Mexico,Washed / Wet,2012,7.42,7.42,7.33,7.33,7.5,7.42,9.33,10,10,7.5,0.12,484
832,Caturra,Others,Washed / Wet,2016,7.33,7.5,7.17,7.17,7.58,7.17,10,10,10,7.25,0.09,558
833,Caturra,Mexico,Washed / Wet,2015,7.75,7.58,7.08,7.25,7.08,7.25,10,10,10,7.17,0.12,484
834,Caturra,Costa Rica,Washed / Wet,2015,7.5,7.5,7.33,7.17,7.08,7.17,10,10,10,7.42,0.11,188
835,Catuai,Honduras,Natural / Dry,2015,7.42,7.33,7,7.42,7.33,7.33,10,10,10,7.33,0.13,340
836,Caturra,Thailand,Washed / Wet,2014,6.83,7.42,7.42,7.17,7.5,7.42,10,10,10,7.42,0.12,764
837,Typica,Others,Natural / Dry,2014,7.25,7.25,7.25,7.08,7.58,7.5,10,10,10,7.25,0,608
838,Caturra,Others,Washed / Wet,2014,7.58,7.25,7.33,7.08,7.33,7.33,10,10,10,7.25,0.12,454
839,Catuai,Costa Rica,Washed / Wet,2014,7.33,7.08,7.33,7.25,7.33,7.58,10,10,10,7.25,0.11,188
840,Catuai,Brazil,Natural / Dry,2013,7.42,7.42,7.17,7.42,7.33,7.25,10,10,10,7.17,0.11,76
841,Typica,Mexico,Natural / Dry,2012,7.42,7.25,7.08,7.75,7.42,7.17,10,10,10,7.08,0.13,484
842,Caturra,Guatemala,Washed / Wet,2012,7.42,7.25,7.33,7.25,7.25,7.42,10,10,10,7.25,0.12,320
843,Mundo Novo,Brazil,Natural / Dry,2012,7.42,7.33,7.25,7.42,7.5,7.17,10,10,10,7.08,0.12,76
844,Caturra,Ethiopia,Natural / Dry,2016,7.42,7.33,7.17,7.33,7.42,7.17,10,10,10,7.25,0.11,231
845,Mundo Novo,Brazil,Natural / Dry,2016,7.58,7.42,7.5,7.25,7.75,7.58,9.33,10,9.33,7.33,0.11,76
846,Other,Others,Washed / Wet,2015,7.33,7.33,7.33,7.42,7.33,7.33,10,10,10,7,0.11,558
847,Other,Others,Natural / Dry,2014,7.42,7.17,7.33,7.42,7.25,7.33,10,10,10,7.17,0,840
848,Caturra,Costa Rica,Washed / Wet,2014,7.42,7.25,7.17,7.25,7.25,7.58,10,10,10,7.17,0.13,188
849,Typica,Mexico,Washed / Wet,2012,7.25,7.42,7.33,7.33,7.17,7.33,10,10,10,7.25,0.13,484
850,Typica,Mexico,Washed / Wet,2012,7.33,7.25,7.33,7.42,7.25,7.42,10,10,10,7.08,0.12,484
851,Typica,Mexico,Washed / Wet,2012,7.33,7.33,7.25,7.42,7.25,7.25,10,10,10,7.25,0.11,484
852,Typica,Mexico,Washed / Wet,2012,7.42,7.33,7.25,7.42,7.17,7.25,10,10,10,7.25,0.1,484
853,Bourbon,Brazil,Pulped natural / honey,2012,7.25,7.25,7.17,7.5,7.33,7.17,10,10,10,7.33,0.11,76
854,Bourbon,Others,Washed / Wet,2017,7.42,7.08,7.08,7.33,7.25,7.58,10,10,10,7.25,0,222
855,Yellow Bourbon,Brazil,Pulped natural / honey,2017,7.33,7.17,7.17,7.67,7.33,7.17,10,10,10,7.17,0.11,76
