Unnamed: 0,total_cup_points,species,variety,country_of_origin,processing_method,harvest_year,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,cupper_points,moisture
791,82.08,Arabica,Typica,Mexico,Washed / Wet,2012,7.58,7.42,7.25,7.75,7.33,7.42,10,10,10,7.33,0.11
792,82.08,Arabica,Hawaiian Kona,United States (Hawaii),Washed / Wet,2012,7.33,7.5,7.33,7.58,7.08,7.83,10,10,10,7.42,0.1
793,82.08,Arabica,Caturra,Colombia,Washed / Wet,Jan-11,7.67,7.42,7.67,7.33,7.25,7.58,10,10,10,7.17,0.08
794,82,Arabica,Caturra,Honduras,Washed / Wet,2017,7.5,7.5,7.17,7.5,7.5,7.42,10,10,10,7.42,0.12
795,82,Arabica,Caturra,Honduras,Natural / Dry,2016,7.5,7.5,7.25,7.33,7.42,7.5,10,10,10,7.5,0.1
796,82,Arabica,Bourbon,Brazil,Natural / Dry,2016,7.5,7.33,7.42,7.5,7.33,7.42,10,10,10,7.5,0.11
797,82,Arabica,Other,"Tanzania, United Republic Of",Washed / Wet,2015,7.67,7.33,7.33,7.42,7.42,7.42,10,10,10,7.42,0.13
798,82,Arabica,Other,Others,Washed / Wet,2015,7.42,7.5,7.25,7.33,7.5,7.5,10,10,10,7.5,0.12
799,82,Arabica,Other,"Tanzania, United Republic Of",Washed / Wet,2014,7.42,7.42,7.33,7.58,7.33,7.42,10,10,10,7.5,0.12
800,82,Arabica,Other,Others,Washed / Wet,2014,7.5,7.42,7.33,7.58,7.33,7.5,10,10,10,7.33,0.13
801,82,Arabica,Typica,Taiwan,Washed / Wet,2013,7.33,7.5,7.17,7.42,7.5,7.33,10,10,10,7.75,0.09
802,82,Arabica,Caturra,Thailand,Washed / Wet,2013,7.58,7.5,7.42,7.42,7.33,7.42,10,10,10,7.33,0.11
803,82,Arabica,Catuai,Costa Rica,Washed / Wet,2013,7.5,7.25,7.33,7.33,7.75,7.5,10,10,10,7.33,0.1
804,82,Arabica,Caturra,Honduras,Washed / Wet,2014,7.33,7.33,7.33,7.5,7.5,7.83,10,10,10,7.17,0.11
805,82,Arabica,Caturra,Colombia,Washed / Wet,2013,7.33,7.33,7.58,7.5,7.5,7.58,10,10,10,7.17,0.11
806,82,Arabica,Typica,Taiwan,Washed / Wet,2012,7.42,7.58,7.33,7.42,8,7.5,9.33,10,10,7.42,0.12
807,82,Arabica,Mundo Novo,Brazil,Natural / Dry,2012,7.33,7.67,7.42,7.17,7.33,7.42,10,10,10,7.67,0.11
808,82,Arabica,Typica,Mexico,Washed / Wet,2012,7.67,7.33,7.25,7.5,7.42,7.42,10,10,10,7.42,0.12
809,82,Arabica,Mundo Novo,Brazil,Natural / Dry,2012,7.42,7.5,7.33,7.5,7.33,7.5,10,10,10,7.42,0.12
810,82,Arabica,Catuai,Brazil,Semi-washed / Semi-pulped,2012,7.42,7.5,7.25,7.5,7.5,7.42,10,10,10,7.42,0.11
811,82,Arabica,Bourbon,Guatemala,Natural / Dry,2012,7.33,7.33,7.33,7.5,7.67,7.67,10,10,10,7.17,0.11
812,82,Arabica,Mundo Novo,Brazil,Semi-washed / Semi-pulped,2012,7.58,7.5,7.17,7.5,7.5,7.42,10,10,10,7.33,0.12
813,82,Arabica,Bourbon,Guatemala,Washed / Wet,2012,7.75,7.33,7.33,7.42,7.75,7.67,10,10,9.33,7.42,0
814,82,Arabica,Caturra,Colombia,Washed / Wet,2012,7.33,7,7.08,7.42,7.5,7.67,10,10,10,8,0.07
815,81.92,Arabica,Bourbon,Guatemala,Washed / Wet,2017,7.58,7.5,7.25,7.58,7.58,7.5,9.33,10,10,7.58,0.1
816,81.92,Arabica,Bourbon,Guatemala,Washed / Wet,2017,7.5,7.5,7.25,7.42,7.42,7.42,10,10,10,7.42,0.11
817,81.92,Arabica,Caturra,Honduras,Washed / Wet,2017,7.58,7.5,7.25,7.33,7.42,7.5,10,10,10,7.33,0.12
818,81.92,Arabica,Catuai,Brazil,Natural / Dry,2017,7.42,7.33,7.33,7.5,7.5,7.33,10,10,10,7.5,0.11
819,81.92,Arabica,Bourbon,Others,Washed / Wet,2014,7.67,7.58,7.33,7.5,7.5,7.67,10,10,9.33,7.33,0.11
820,81.92,Arabica,Catuai,Guatemala,Washed / Wet,2015,7.58,7.58,7.17,7.83,7.17,7.33,10,10,10,7.25,0.11
821,81.92,Arabica,Other,"Tanzania, United Republic Of",Washed / Wet,2014,7.33,7.33,7.33,7.42,7.5,7.58,10,10,10,7.42,0.12
822,81.92,Arabica,Caturra,Others,Washed / Wet,2013,7.58,7.42,7.25,7.17,7.5,7.67,10,10,10,7.33,0.12
823,81.92,Arabica,Other,Others,Washed / Wet,2014,7.67,7.08,7.42,7.33,7.75,7.42,10,10,10,7.25,0
824,81.92,Arabica,Caturra,Honduras,Washed / Wet,2012,7.42,7.33,7.33,7.58,7.33,7.5,10,10,10,7.42,0.11
825,81.92,Arabica,Typica,Taiwan,Other,2012,7.5,7.5,7.42,7.25,7.5,7.5,10,10,10,7.25,0.11
826,81.92,Arabica,Bourbon,Mexico,Washed / Wet,2013,7.58,7.5,7.25,7.58,7.5,7.25,10,10,10,7.25,0.12
827,81.92,Arabica,Typica,Mexico,Semi-washed / Semi-pulped,2012,7.5,7.5,7.25,7.25,7.5,7.5,10,10,10,7.42,0.13
828,81.92,Arabica,Mundo Novo,Mexico,Washed / Wet,2012,7.5,7.42,7.25,7.5,7.33,7.33,10,10,10,7.58,0.14
829,81.92,Arabica,Other,Mexico,Washed / Wet,2012,7.33,7.58,7.17,7.58,7.42,7.33,10,10,10,7.5,0.12
830,81.92,Arabica,Bourbon,Mexico,Washed / Wet,2012,7.67,7.42,7.33,7.83,7.5,7.5,9.33,10,10,7.33,0.12
831,81.92,Arabica,Mundo Novo,Brazil,Natural / Dry,2012,7.42,7.58,7.25,7.5,7.33,7.5,10,10,10,7.33,0.12
832,81.92,Arabica,Caturra,Colombia,Washed / Wet,2010,7.67,7.33,7.33,7.58,7.33,7.33,10,10,10,7.33,0.09
833,81.83,Arabica,Bourbon,Guatemala,Washed / Wet,2017,7.42,7.5,7.25,7.5,7.33,7.42,10,10,10,7.42,0.1
834,81.83,Arabica,Catuai,Costa Rica,Pulped natural / honey,2016,7.25,7.33,7.5,7.33,7.67,7.42,10,10,10,7.33,0
835,81.83,Arabica,Mundo Novo,Brazil,Natural / Dry,2016,7.42,7.5,7.42,7.5,7.42,7.25,10,10,10,7.33,0.11
836,81.83,Arabica,Other,Others,Other,2015,7.75,7.83,7.58,7.75,7.92,7.83,10,10,10,5.17,0.11
837,81.83,Arabica,Bourbon,Guatemala,Washed / Wet,2015,7.58,7.5,7.33,7.42,7.58,7.25,10,10,10,7.17,0.1
838,81.83,Arabica,Yellow Bourbon,Brazil,Natural / Dry,2016,7.17,7.58,6.83,7.5,7.75,7.25,10,10,10,7.75,0
839,81.83,Arabica,Yellow Bourbon,Brazil,Natural / Dry,2016,7.58,7,6.92,6.92,7.67,7.5,10,10,10,8.25,0
840,81.83,Arabica,Catuai,Others,Washed / Wet,2015,7.33,7.58,7.5,7.42,7.33,7.33,10,10,10,7.33,0
841,81.83,Arabica,Catuai,Mexico,Washed / Wet,2015,7.58,7.5,7.33,7.5,7.17,7.33,10,10,10,7.42,0.11
842,81.83,Arabica,Catuai,Honduras,Washed / Wet,2015,7.5,7.5,7.33,7.5,7.42,7.25,10,10,10,7.33,0.12
843,81.83,Arabica,Caturra,Costa Rica,Washed / Wet,2015,7.67,7.5,7.5,7.25,7.08,7.42,10,10,10,7.42,0.09
844,81.83,Arabica,Typica,Taiwan,Washed / Wet,2014,7.67,7.33,7.17,7.25,7.75,7.33,10,10,10,7.33,0
845,81.83,Arabica,Typica,Others,Other,2014,7.42,7.42,7.42,7.33,7.42,7.42,10,10,10,7.42,0.11
846,81.83,Arabica,Other,Others,Washed / Wet,2014,7.58,7.42,7.33,7.33,7.33,7.42,10,10,10,7.42,0.13
847,81.83,Arabica,Bourbon,Brazil,Natural / Dry,2015,7.33,7.58,7.25,7.17,7.83,7.33,10,10,10,7.33,0.11
848,81.83,Arabica,Caturra,Honduras,Natural / Dry,2014,7.5,7.5,7.33,7.33,7.33,7.33,10,10,10,7.5,0.1
849,81.83,Arabica,Typica,Mexico,Washed / Wet,2014,7.42,7.42,7.25,7.5,7.33,7.42,10,10,10,7.5,0.11
850,81.83,Arabica,Caturra,Colombia,Washed / Wet,2013,7.5,7.5,7,7.42,7.5,7.58,10,10,10,7.33,0
851,81.83,Arabica,Hawaiian Kona,United States (Hawaii),Natural / Dry,2012,7.83,7.83,7.83,8,7.83,7.83,10,6.67,10,8,0
852,81.83,Arabica,Bourbon,Brazil,Semi-washed / Semi-pulped,2012,7.75,7.75,7.5,7.42,7.83,7.75,9.33,9.33,9.33,7.83,0.12
853,81.83,Arabica,Bourbon,Guatemala,Washed / Wet,2013,7.83,7.67,7.33,7.33,7.67,7.83,9.33,10,9.33,7.5,0.11
854,81.83,Arabica,Bourbon,Mexico,Washed / Wet,2012,7.83,7.33,7.25,7.58,7.25,7.33,10,10,10,7.25,0.12
855,81.83,Arabica,Typica,Mexico,Semi-washed / Semi-pulped,2012,7.33,7.33,7.25,7.5,7.5,7.5,10,10,10,7.42,0.12
856,81.83,Arabica,Mundo Novo,Brazil,Washed / Wet,2011,7.33,7.67,7.25,7.5,7.5,7.25,10,10,10,7.33,0.02
857,81.83,Arabica,Caturra,Colombia,Washed / Wet,2011,7.58,7.5,7.17,7.58,7.33,7.33,10,10,10,7.33,0.05
858,81.83,Arabica,Caturra,United States (Hawaii),Washed / Wet,2012,7.25,7.58,7.83,7.67,7.75,7.75,9.33,9.33,10,7.33,0.02
859,81.75,Arabica,Bourbon,Guatemala,Washed / Wet,2017,7.5,7.5,7.25,7.42,7.42,7.33,10,10,10,7.33,0.11
860,81.75,Arabica,Caturra,Others,Washed / Wet,2014,7,7.08,7.33,7.5,7.5,7.33,10,10,10,8,0.12
861,81.75,Arabica,Other,"Tanzania, United Republic Of",Washed / Wet,2014,7.42,7.42,7.42,7.42,7.33,7.33,10,10,10,7.42,0.12
862,81.75,Arabica,Caturra,Brazil,Natural / Dry,2013,7.17,7.25,7.17,7.25,7.42,8.25,10,10,10,7.25,0.1
863,81.75,Arabica,Bourbon,Mexico,Washed / Wet,2012,7.5,7.5,7.33,7.42,7.25,7.25,10,10,10,7.5,0.13
864,81.75,Arabica,Mundo Novo,Mexico,Washed / Wet,2012,7.42,7.5,7.17,7.67,7.33,7.42,10,10,10,7.25,0.13
865,81.75,Arabica,Typica,Mexico,Washed / Wet,2012,7.42,7.5,7.33,7.58,7.33,7.33,10,10,10,7.25,0.11
866,81.75,Arabica,Caturra,Mexico,Washed / Wet,2012,7.33,7.42,7.33,7.67,7.42,7.25,10,10,10,7.33,0.12
867,81.75,Arabica,Typica,Mexico,Washed / Wet,2012,7.5,7.42,7.25,7.33,7.67,7.25,10,10,10,7.33,0.12
868,81.75,Arabica,Caturra,Colombia,Washed / Wet,2011,7.33,7.42,7.33,7.33,7.5,7.67,10,10,10,7.17,0
869,81.75,Arabica,Caturra,Colombia,Washed / Wet,2012,7.42,7.58,6.92,7.08,7.25,8,10,10,10,7.5,0.08
870,81.67,Arabica,Bourbon,Brazil,Natural / Dry,2018,7.42,7.5,7.25,7.5,7.5,7.25,10,10,10,7.25,0.11
871,81.67,Arabica,Bourbon,Guatemala,Washed / Wet,2017,7.42,7.42,7.08,7.42,7.33,7.42,10,10,10,7.58,0.1
872,81.67,Arabica,Bourbon,Guatemala,Washed / Wet,2017,7.42,7.33,7.17,7.67,7.33,7.42,10,10,10,7.33,0.12
873,81.67,Arabica,Catuai,Honduras,Washed / Wet,2016,7.58,7.5,7.33,7.33,7.42,7.25,10,10,10,7.25,0.11
874,81.67,Arabica,Caturra,"Tanzania, United Republic Of",Washed / Wet,2016,7.17,7.33,7.33,7.42,7.5,7.33,10,10,10,7.58,0
875,81.67,Arabica,Caturra,Others,Washed / Wet,2012,7.58,7.5,7.25,7.25,7.5,7.25,10,10,10,7.33,0.1
876,81.67,Arabica,Caturra,Colombia,Washed / Wet,2016,7.75,7.75,7.75,7.67,5.25,7.83,10,10,10,7.67,0
877,81.67,Arabica,Yellow Bourbon,Brazil,Natural / Dry,2016,7.25,7.75,6.92,7.42,7.5,7.58,10,10,10,7.25,0
878,81.67,Arabica,Other,"Tanzania, United Republic Of",Washed / Wet,2014,7.42,7.33,7.25,7.42,7.5,7.42,10,10,10,7.33,0.12
879,81.67,Arabica,Other,"Tanzania, United Republic Of",Washed / Wet,2013,7.33,7.33,7.5,7.25,7.42,7.33,10,10,10,7.5,0.12
880,81.67,Arabica,Bourbon,Brazil,Washed / Wet,2015,7.25,7.42,7.25,7.5,7.5,7.42,10,10,10,7.33,0.1
881,81.67,Arabica,Other,Others,Semi-washed / Semi-pulped,2013,7.17,7.42,7.33,7.42,7.33,7.42,10,10,10,7.58,0.11
882,81.67,Arabica,Caturra,Honduras,Natural / Dry,2014,7.5,7.33,7.5,7.5,7.17,7.17,10,10,10,7.5,0.1
883,81.67,Arabica,Caturra,Costa Rica,Washed / Wet,2013,7.5,7.17,7.17,7.17,7.5,7.08,10,10,10,8.08,0.11
884,81.67,Arabica,Caturra,Mexico,Washed / Wet,2014,7.42,7.42,7.67,8,7.58,7.5,9.33,9.33,10,7.42,0
885,81.67,Arabica,Typica,Taiwan,Semi-washed / Semi-pulped,2014,7.5,7.5,7.5,7.25,7.42,7.25,10,10,10,7.25,0.11
886,81.67,Arabica,Typica,Taiwan,Washed / Wet,2014,7.58,7.42,7.33,7.42,7.33,7.33,10,10,10,7.25,0.11
887,81.67,Arabica,Typica,Mexico,Washed / Wet,2013,7.5,7.42,7.08,7.58,7.33,7.33,10,10,10,7.42,0.12
888,81.67,Arabica,Bourbon,Guatemala,Washed / Wet,2012,7.5,7.67,7.33,7.33,7.33,7.33,10,10,10,7.17,0.11
889,81.67,Arabica,Typica,Mexico,Washed / Wet,2012,7.25,7.67,7.58,7.67,7.67,7.58,8.67,10,10,7.58,0.13
890,81.67,Arabica,Bourbon,Mexico,Washed / Wet,2012,7.67,7.25,7.17,7.75,7.5,7.25,10,10,10,7.08,0.11
891,81.67,Arabica,Bourbon,Mexico,Washed / Wet,2012,7.5,7.42,7.33,7.42,7.42,7.42,10,10,10,7.17,0.11
892,81.67,Arabica,Bourbon,Mexico,Washed / Wet,2012,7.58,7.42,7.25,7.58,7.25,7.17,10,10,10,7.42,0.11
893,81.67,Arabica,Caturra,Mexico,Semi-washed / Semi-pulped,2012,7.75,7.58,7.25,7.17,7.58,7.33,9.33,10,10,7.67,0.11
894,81.67,Arabica,Hawaiian Kona,United States (Hawaii),Washed / Wet,2012,7.42,7.33,7.33,7.33,7.17,7.83,10,10,10,7.25,0.1
895,81.58,Arabica,Other,Honduras,Washed / Wet,2018,7.5,7.42,7.08,7.42,7.5,7.33,10,10,10,7.33,0.11
896,81.58,Arabica,Bourbon,Guatemala,Washed / Wet,2017,7.42,7.42,7.08,7.5,7.42,7.33,10,10,10,7.42,0.12
897,81.58,Arabica,Typica,Taiwan,Washed / Wet,2016,7.42,7.42,7.25,7.67,7.33,7.25,10,10,10,7.25,0.1
898,81.58,Arabica,Caturra,Costa Rica,Washed / Wet,2015,7.58,7.42,7.5,7.17,7.08,7.58,10,10,10,7.25,0.12
899,81.58,Arabica,Other,"Tanzania, United Republic Of",Washed / Wet,2014,7.42,7.42,7.33,7.42,7.42,7.33,10,10,10,7.25,0.12
900,81.58,Arabica,Other,Others,Washed / Wet,2014,7.42,7.42,7.17,7.58,7.33,7.33,10,10,10,7.33,0.13
901,81.58,Arabica,Typica,Taiwan,Semi-washed / Semi-pulped,2014,7.33,7.17,7.08,7.08,8.33,8.25,10,10,9.33,7,0
902,81.58,Arabica,Yellow Bourbon,Brazil,Washed / Wet,2014,7.42,7.42,7.33,7.33,7.5,7.25,10,10,10,7.33,0.12
903,81.58,Arabica,Bourbon,Guatemala,Washed / Wet,2013,7.42,7.33,7.17,7.58,7.42,7.5,10,10,10,7.17,0.12
904,81.58,Arabica,Typica,Mexico,Washed / Wet,2013,7.67,7.5,7.42,7.5,6.75,7.42,10,10,10,7.33,0.12
905,81.58,Arabica,Other,Mexico,Natural / Dry,2012,7.33,7.5,7.25,7.5,7.5,7.17,10,10,10,7.33,0.11
906,81.58,Arabica,Typica,Mexico,Natural / Dry,2012,7.67,7.58,7.42,7.58,7.58,7.42,10,10,8.67,7.67,0.11
907,81.58,Arabica,Caturra,Thailand,Washed / Wet,2011,7.08,7.33,7.58,7.58,7.17,7.5,10,10,10,7.33,0.01
908,81.58,Arabica,Caturra,Thailand,Washed / Wet,2011,7.33,7.33,7.17,7.5,7.58,7.33,10,10,10,7.33,0.2
909,81.58,Arabica,Caturra,Costa Rica,Washed / Wet,2012,7.25,7.17,7.33,7.33,7.5,7.75,10,10,10,7.25,0
910,81.5,Arabica,Bourbon,Guatemala,Washed / Wet,2017,7.67,7.58,7.17,7.42,7.33,7.42,9.33,10,10,7.58,0.1
911,81.5,Arabica,Caturra,Others,Other,2017,7.5,7.42,7.33,7.33,7.25,7.33,10,10,10,7.33,0.11
912,81.5,Arabica,Caturra,Honduras,Washed / Wet,2017,7.5,7.5,7.33,7.42,7.17,7.25,10,10,10,7.33,0.1
913,81.5,Arabica,Bourbon,Guatemala,Washed / Wet,2017,7.5,7.42,7.25,7.25,7.5,7.25,10,10,10,7.33,0.12
914,81.5,Arabica,Typica,Taiwan,Natural / Dry,2015,7.5,7.42,7.33,7.08,7.58,7.25,10,10,10,7.33,0.12
915,81.5,Arabica,Catuai,Others,Washed / Wet,2015,7.25,7.42,7.25,7.5,7.33,7.33,10,10,10,7.42,0
916,81.5,Arabica,Caturra,Costa Rica,Washed / Wet,2014,7.83,7.33,7.08,7.08,7.33,7.5,10,10,10,7.33,0.12
917,81.5,Arabica,Other,Others,Washed / Wet,2014,7.67,7.42,6.92,7.5,7.5,7.17,10,10,10,7.33,0.12
918,81.5,Arabica,Other,Guatemala,Washed / Wet,2014,7.5,7.42,7.17,7.58,7.25,7.42,10,10,10,7.17,0.12
919,81.5,Arabica,Typica,Taiwan,Washed / Wet,2014,7.42,7.33,7.67,7.33,7.42,7.5,10,10,9.33,7.5,0.11
920,81.5,Arabica,Yellow Bourbon,Brazil,Semi-washed / Semi-pulped,2014,7.58,7.5,7.5,7.67,7.67,7.83,9.33,9.33,9.33,7.75,0
921,81.5,Arabica,Other,Others,Washed / Wet,2013,7.42,7.33,7.25,7.42,7.42,7.33,10,10,10,7.33,0.11
922,81.5,Arabica,Typica,Taiwan,Other,2014,7.5,7.42,7.25,7.25,7.33,7.33,10,10,10,7.42,0.11
923,81.5,Arabica,Typica,Mexico,Washed / Wet,2013,7.33,7.33,7.17,7.42,7.5,7.5,10,10,10,7.25,0.13
924,81.5,Arabica,Typica,Mexico,Washed / Wet,2012,7.58,7.42,7.25,7.42,7.33,7.33,10,10,10,7.17,0.12
925,81.5,Arabica,Catuai,Mexico,Washed / Wet,2012,7.42,7.25,7.17,7.42,7.17,8,10,10,10,7.08,0.12
926,81.5,Arabica,Typica,Mexico,Semi-washed / Semi-pulped,2012,7.33,7.5,7.33,7.33,7.33,7.42,10,10,10,7.25,0.11
927,81.5,Arabica,Bourbon,Mexico,Washed / Wet,2012,7.42,7.42,7.33,7.17,7.25,7.42,10,10,10,7.5,0.13
928,81.5,Arabica,Typica,Mexico,Natural / Dry,2012,7.5,7.5,7.25,7.5,7.42,7.58,9.33,10,10,7.42,0.11
929,81.5,Arabica,Other,Others,Washed / Wet,2012,7.75,7.17,7.17,7.33,7.58,7.33,10,10,10,7.17,0.12
930,81.5,Arabica,Bourbon,Brazil,Semi-washed / Semi-pulped,2012,7.5,7.42,7.17,7.42,7.5,7.33,10,10,10,7.17,0.12
931,81.5,Arabica,Bourbon,Guatemala,Washed / Wet,2012,7.33,7.5,7.33,7.42,7.17,7.33,10,10,10,7.42,0.11
932,81.5,Arabica,Caturra,Colombia,Washed / Wet,2012,7.42,7.42,7.17,7.42,7.42,7.33,10,10,10,7.33,0.06
933,81.5,Arabica,Caturra,United States (Hawaii),Washed / Wet,2012,7.33,7.33,7.33,7.5,7.5,7.83,9.33,10,10,7.33,0
934,81.42,Arabica,Mundo Novo,Mexico,Washed / Wet,2017,7.58,7.33,7.08,7.33,7.5,7.33,10,10,10,7.25,0.12
935,81.42,Arabica,Catuai,Guatemala,Washed / Wet,2016,7.42,7.33,7.08,7.58,7.33,7.25,10,10,10,7.42,0.1
936,81.42,Arabica,Catuai,Brazil,Natural / Dry,2016,7.33,7.5,7.5,7.33,6.83,7.42,10,10,10,7.5,0.11
937,81.42,Arabica,Catuai,Honduras,Washed / Wet,2015,7.5,7.33,7.17,7.25,7.5,7.42,10,10,10,7.25,0.12
938,81.42,Arabica,Typica,Taiwan,Washed / Wet,2014,7.83,7.75,7.42,7.17,7.08,7.08,10,10,10,7.08,0.12
939,81.42,Arabica,Other,Others,Washed / Wet,2014,7.58,7.17,7.33,7.42,7.08,7.42,10,10,10,7.42,0.12
940,81.42,Arabica,Bourbon,Brazil,Natural / Dry,2015,7.25,7.5,7.42,7.17,7.33,7.33,10,10,10,7.42,0
941,81.42,Arabica,Bourbon,Guatemala,Washed / Wet,2014,7.42,7.5,7.17,7.42,7.42,7.42,10,10,10,7.08,0.1
942,81.42,Arabica,Typica,Mexico,Washed / Wet,2014,7.67,7.33,7.25,7.17,7.25,7.42,10,10,10,7.33,0
943,81.42,Arabica,Caturra,Others,Washed / Wet,2013,7.42,7.42,7.17,7.33,7.42,7.42,10,10,10,7.25,0.1
944,81.42,Arabica,Bourbon,Guatemala,Washed / Wet,2013,7.42,7.33,7.25,7.42,7.42,7.5,10,10,10,7.08,0.12
945,81.42,Arabica,Caturra,Mexico,Washed / Wet,2012,7.42,7.33,7.25,7.17,7.25,7.42,10,10,10,7.58,0.13
946,81.42,Arabica,Typica,Mexico,Washed / Wet,2012,7.42,7.42,7.25,7.25,7.5,7.33,10,10,10,7.25,0.13
947,81.42,Arabica,Caturra,Colombia,Natural / Dry,2011,7.5,7.42,7.25,7.17,7.17,7.75,10,10,10,7.17,0.11
948,81.42,Arabica,Caturra,Colombia,Washed / Wet,2010,7.75,7.33,7.42,7,7.33,7.25,10,10,10,7.33,0.16
949,81.42,Arabica,Other,United States (Hawaii),Washed / Wet,2012,7.83,7,7,7.58,7.58,7.5,10,10,10,6.92,0.01
950,81.33,Arabica,Caturra,Colombia,Washed / Wet,2016,7.5,7.33,7.33,7.17,7.33,7.42,10,10,10,7.25,0
951,81.33,Arabica,Caturra,Honduras,Washed / Wet,2017,7.5,7.5,7,7.17,7.5,7.33,10,10,10,7.33,0.11
952,81.33,Arabica,Caturra,Mexico,Washed / Wet,2016,7.67,7.42,7,7.42,7.58,7.08,10,10,10,7.17,0.12
953,81.33,Arabica,Catuai,Brazil,Natural / Dry,2016,7.25,7.33,7.33,7.33,7.33,7.42,10,10,10,7.33,0.11
954,81.33,Arabica,Catuai,Honduras,Washed / Wet,2015,7.58,7.42,7.17,7.42,7.17,7.17,10,10,10,7.42,0.09
955,81.33,Arabica,Yellow Bourbon,Brazil,Other,2015,7.17,7.33,7.42,7.25,7.42,7.33,10,10,10,7.42,0.12
956,81.33,Arabica,Other,Others,Washed / Wet,2014,7.08,7.33,7.42,7.33,7.33,7.5,10,10,10,7.33,0.14
957,81.33,Arabica,Other,Others,Washed / Wet,2014,7.75,7.33,7.08,7.33,7.33,7.25,10,10,10,7.25,0.13
958,81.33,Arabica,Catuai,Honduras,Washed / Wet,2014,7.33,7.33,7.17,7.33,7.5,7.33,10,10,10,7.33,0.12
959,81.33,Arabica,Typica,Mexico,Washed / Wet,2012,7.58,7.42,7.25,7.33,7.25,7.25,10,10,10,7.25,0.13
960,81.33,Arabica,Typica,Mexico,Washed / Wet,2012,7.33,7.25,7.17,7.42,7.58,7.33,10,10,10,7.25,0.12
961,81.33,Arabica,Catuai,Brazil,Natural / Dry,2012,7.5,7.58,7.5,7.5,7.75,7.83,9.33,9.33,9.33,7.58,0.11
962,81.25,Arabica,Typica,Taiwan,Natural / Dry,2015,7.83,7.75,7.67,7.83,7.83,7.75,9.33,10,10,5.25,0.12
963,81.25,Arabica,Yellow Bourbon,Brazil,Natural / Dry,2016,7.17,7.42,7.17,7.08,6.92,8.17,10,10,10,7.33,0
964,81.25,Arabica,Catuai,Others,Washed / Wet,2015,7.08,7.5,7.33,7.17,7.42,7.25,10,10,10,7.5,0.1
965,81.25,Arabica,Catuai,Honduras,Washed / Wet,2015,7.42,7.17,7.17,7.5,7.33,7.25,10,10,10,7.42,0.12
966,81.25,Arabica,Other,Guatemala,Washed / Wet,2014,7.33,7.42,7.17,7.25,7.42,7.33,10,10,10,7.33,0.09
967,81.25,Arabica,Other,"Tanzania, United Republic Of",Washed / Wet,2014,7.33,7.17,7.17,7.5,7.25,7.42,10,10,10,7.42,0.13
968,81.25,Arabica,Typica,Taiwan,Semi-washed / Semi-pulped,2014,7.5,7.5,7.25,7.25,7.25,7.25,10,10,10,7.25,0.11
969,81.25,Arabica,Caturra,Guatemala,Washed / Wet,2013,7.5,7.33,7.5,7.58,7,7.25,10,10,10,7.08,0.11
970,81.25,Arabica,Typica,Mexico,Washed / Wet,2012,7.42,7.42,7.33,7.33,7.5,7.42,9.33,10,10,7.5,0.12
971,81.17,Arabica,Caturra,Others,Washed / Wet,2016,7.33,7.5,7.17,7.17,7.58,7.17,10,10,10,7.25,0.09
972,81.17,Arabica,Bourbon,"Tanzania, United Republic Of",Washed / Wet,2016,7.67,7.17,7.17,7.33,7.5,7.17,10,10,10,7.17,0.12
973,81.17,Arabica,Caturra,Mexico,Washed / Wet,2015,7.75,7.58,7.08,7.25,7.08,7.25,10,10,10,7.17,0.12
974,81.17,Arabica,Caturra,Costa Rica,Washed / Wet,2015,7.5,7.5,7.33,7.17,7.08,7.17,10,10,10,7.42,0.11
975,81.17,Arabica,Catuai,Honduras,Natural / Dry,2015,7.42,7.33,7,7.42,7.33,7.33,10,10,10,7.33,0.13
976,81.17,Arabica,Caturra,Thailand,Washed / Wet,2014,6.83,7.42,7.42,7.17,7.5,7.42,10,10,10,7.42,0.12
977,81.17,Arabica,Typica,Others,Natural / Dry,2014,7.25,7.25,7.25,7.08,7.58,7.5,10,10,10,7.25,0
978,81.17,Arabica,Bourbon,"Tanzania, United Republic Of",Washed / Wet,2014,7.58,7.17,7.17,7.33,7.33,7.25,10,10,10,7.33,0.12
979,81.17,Arabica,Caturra,Others,Washed / Wet,2014,7.58,7.25,7.33,7.08,7.33,7.33,10,10,10,7.25,0.12
980,81.17,Arabica,Catuai,Costa Rica,Washed / Wet,2014,7.33,7.08,7.33,7.25,7.33,7.58,10,10,10,7.25,0.11
981,81.17,Arabica,Catuai,Brazil,Natural / Dry,2013,7.42,7.42,7.17,7.42,7.33,7.25,10,10,10,7.17,0.11
982,81.17,Arabica,Typica,Mexico,Natural / Dry,2012,7.42,7.25,7.08,7.75,7.42,7.17,10,10,10,7.08,0.13
983,81.17,Arabica,Caturra,Guatemala,Washed / Wet,2012,7.42,7.25,7.33,7.25,7.25,7.42,10,10,10,7.25,0.12
984,81.17,Arabica,Mundo Novo,Brazil,Natural / Dry,2012,7.42,7.33,7.25,7.42,7.5,7.17,10,10,10,7.08,0.12
985,81.17,Arabica,Caturra,United States (Hawaii),Washed / Wet,2012,7.25,7.75,7.67,7.67,7.42,7.67,8.67,9.33,10,7.75,0.04
986,81.08,Arabica,Caturra,Ethiopia,Natural / Dry,2016,7.42,7.33,7.17,7.33,7.42,7.17,10,10,10,7.25,0.11
